QID;label
Q4743;169815_-
Q4744;170500_-
Q4745;172890_-
Q4746;173246_+
Q4747;173356_-
Q4748;173643_-
Q4749;174330_-
Q4750;174341_-
Q4751;174370_+
Q4752;174463_-
Q4753;174919_-
Q4754;174933_+
Q4755;174990_-
Q4756;174992_-
Q4757;175012_+
Q4758;175777_-
Q4759;175796_+
Q4760;175897_+
Q4766;177516_-
Q4761;176450_+
Q4762;176558_+
Q4763;176561_+
Q4764;176856_-
Q4765;177150_-
Q4767;177700_-
Q4768;178294_-
Q4769;178550_+
Q4770;178595_-
Q4771;178932_-
Q4772;179198_+
Q4773;179514_-
Q4774;179598_+
Q4775;180283_+
Q4781;182447_+
Q4782;182508_+
Q4783;182558_-
Q4784;182635_+
Q4776;180348_+
Q4777;180844_+
Q4778;181048_-
Q4779;181750_+
Q4780;182240_+
Q4792;184193_-
Q4789;184000_-
Q4790;184018_+
Q4791;184023_+
Q4785;182889_-
Q4786;183426_+
Q4787;183589_+
Q4788;183852_-
Q4793;184257_+
Q4794;184883_-
Q4795;184990_-
Q4796;185661_+
Q4797;185963_+
Q4798;185976_-
Q4799;186130_+
Q4800;187246_+
Q4801;187403_-
Q4802;187737_-
Q4803;188330_+
Q4804;188666_-
Q4805;188681_+
Q4806;188783_-
Q4811;189621_-
Q4807;188810_+
Q4808;188941_-
Q4809;189548_+
Q4810;189553_-
Q4812;189640_+
Q4813;189713_+
Q4814;189756_-
Q4820;191723_+
Q4821;191794_-
Q4822;191808_-
Q4823;191941_-
Q4815;189843_-
Q4816;190510_+
Q4817;190613_-
Q4818;191250_+
Q4819;191428_-
Q4829;192797_+
Q4830;192814_+
Q4831;193715_-
Q4832;193970_-
Q4824;191944_-
Q4825;192313_-
Q4826;192481_-
Q4827;192617_+
Q4828;192796_-
Q4833;193987_-
Q4834;194432_+
Q4835;194466_+
Q4836;194669_+
Q4837;194764_+
Q4838;194784_+
Q4839;194884_+
Q4840;194965_-
Q4846;196917_+
Q4847;197219_-
Q4848;197299_+
Q4849;197730_+
Q4850;198063_+
Q4841;195054_+
Q4842;195239_+
Q4843;195803_-
Q4844;196159_+
Q4845;196806_-
Q4851;198356_-
Q4852;198990_-
Q4853;199299_+
Q4854;199411_+
Q4859;200547_-
Q4860;200691_+
Q4855;199742_-
Q4856;200105_-
Q4857;200328_-
Q4858;200399_+
Q4861;200884_+
Q4862;201227_-
Q4871;203114_-
Q4868;202676_-
Q4869;202747_+
Q4870;202928_-
Q4863;201376_+
Q4864;201484_+
Q4865;201715_+
Q4866;202073_+
Q4867;202130_-
Q4872;203116_-
Q4873;203220_-
Q4874;203659_-
Q4879;206911_+
Q4880;207066_-
Q4881;207426_+
Q4882;207584_+
Q4883;207634_+
Q4875;203672_+
Q4876;203839_-
Q4877;205323_-
Q4878;206807_-
Q4884;208276_+
Q4885;208326_+
Q4886;208711_-
Q4887;209519_-
Q4893;211399_+
Q4888;209626_+
Q4889;210044_-
Q4890;210068_+
Q4891;210507_-
Q4892;211376_-
Q4894;211618_+
Q4895;211903_-
Q4896;211967_+
Q4901;214196_+
Q4902;214197_-
Q4903;214269_+
Q4904;214603_-
Q4897;211973_-
Q4898;213139_+
Q4899;213611_+
Q4900;213903_+
Q4905;214621_+
Q4906;214989_+
Q4907;215123_+
Q4908;215605_+
Q4909;215656_-
Q4910;215776_-
Q4911;215887_+
Q4912;215933_-
Q4914;216326_-
Q4915;216612_+
Q4916;216694_-
Q4917;216995_-
Q4918;217127_-
Q4919;217298_+
Q4920;218837_-
Q4921;218988_-
Q4922;219170_+
Q4923;219692_-
Q4924;220022_-
Q4925;220073_-
Q4926;220265_-
Q4927;220677_+
Q4928;221008_-
Q4929;221367_-
Q4930;221629_-
Q4931;221838_+
Q4932;222036_-
Q4933;222379_-
Q4934;222669_+
Q4935;222714_-
Q4936;223093_-
Q4937;223251_+
Q4938;223466_-
Q4944;224467_-
Q4945;225016_+
Q4946;225172_+
Q4947;225381_+
Q4948;225500_+
Q4939;223485_+
Q4940;223594_+
Q4941;223730_-
Q4942;223735_-
Q4943;224109_+
Q4949;225704_-
Q4950;225994_+
Q4951;226160_+
Q4952;226881_-
Q4957;228756_+
Q4958;229064_+
Q4953;227035_+
Q4954;227828_-
Q4955;228206_+
Q4956;228258_+
Q4959;229081_-
Q4960;229135_-
Q4961;229173_+
Q4962;229275_-
Q4963;229664_+
Q4964;229801_-
Q4965;229863_+
Q4966;229902_+
Q4967;231072_+
Q4968;231573_-
Q4969;231717_-
Q4970;231926_+
Q4971;232112_+
Q4972;232192_+
Q4973;232366_+
Q4974;232414_+
Q4975;232619_+
Q4976;232757_+
Q4977;232907_+
Q4978;233226_-
Q4979;233632_+
Q4980;233980_-
Q4981;233982_-
Q4982;234114_+
Q4983;234201_-
Q4984;234218_+
Q4985;234288_+
Q4986;234289_-
Q4987;234459_+
Q4988;234685_+
Q4994;235854_+
Q4989;234777_+
Q4990;234785_+
Q4991;234937_+
Q4992;234947_-
Q4993;234956_-
Q5005;239755_-
Q5006;239824_-
Q5007;240216_-
Q5012;241684_-
Q5013;241793_-
Q5014;241909_+
Q4995;235937_+
Q5008;240224_-
Q5009;240319_+
Q5010;240759_+
Q5011;240970_-
Q5001;237636_-
Q5002;238115_-
Q5003;238953_-
Q5004;239665_-
Q4996;236021_+
Q4997;236043_-
Q4998;236672_-
Q4999;236910_+
Q5000;237074_+
Q5015;242068_-
Q5016;242457_-
Q5017;243346_-
Q5018;243364_-
Q5019;243384_-
Q5020;243400_+
Q5021;243512_+
Q5022;244790_-
Q5023;244884_-
Q5024;245508_+
Q5025;245884_-
Q5026;245992_-
Q5027;246532_-
Q5033;247951_-
Q5034;247970_-
Q5028;246675_-
Q5029;246677_-
Q5030;246685_+
Q5031;247071_+
Q5032;247623_+
Q5035;248127_-
Q5036;248134_+
Q5037;248402_-
Q5048;250883_+
Q5049;251140_-
Q5050;251772_+
Q5051;251969_+
Q5052;251973_+
Q5053;252211_-
Q5054;252251_-
Q5055;253351_+
Q5056;253453_-
Q5057;254325_+
Q5038;248547_+
Q5039;248927_-
Q5040;248946_-
Q5041;249380_+
Q5042;249878_-
Q5043;250485_-
Q5067;256361_+
Q5044;250492_+
Q5045;250503_+
Q5046;250864_-
Q5047;250881_+
Q5058;254342_-
Q5059;255131_-
Q5060;255410_-
Q5061;255807_-
Q5062;255809_-
Q5063;255816_-
Q5064;255825_+
Q5065;255918_+
Q5066;256081_+
Q5078;258971_-
Q5079;259461_+
Q5085;262062_+
Q5087;262242_-
Q5090;262362_+
Q5068;256379_+
Q5080;259573_+
Q5081;260112_+
Q5082;260666_+
Q5083;261398_+
Q5084;261414_+
Q5069;256502_+
Q5070;256794_+
Q5071;257034_-
Q5072;257168_-
Q5073;257436_-
Q5074;257689_-
Q5075;257810_+
Q5076;258304_-
Q5077;258364_+
Q5091;262546_-
Q5092;262682_-
Q5093;263990_+
Q5094;264032_+
Q5095;264702_+
Q5096;265272_-
Q5097;265294_-
Q5098;265421_+
Q5099;265449_-
Q5100;265986_-
Q5101;266005_+
Q5102;266934_+
Q5103;268168_-
Q5104;268186_+
Q5105;268228_+
Q5106;268331_-
Q5108;268449_-
Q5113;269812_+
Q5109;268647_+
Q5110;268780_-
Q5111;268955_-
Q5112;269021_+
Q5114;270106_-
Q5115;270370_-
Q5116;270372_-
Q5124;271664_+
Q5117;270596_+
Q5118;270662_-
Q5119;270744_+
Q5120;270796_-
Q5121;270853_-
Q5122;270874_+
Q5123;271223_-
Q5130;274637_-
Q5131;275295_-
Q5132;275454_+
Q5133;275895_+
Q5125;272106_+
Q5126;272370_+
Q5127;274332_-
Q5128;274368_-
Q5129;274510_+
Q5134;277021_-
Q5135;277070_-
Q5136;277400_-
Q5137;277725_-
Q5138;278422_+
Q5139;279117_-
Q5140;279153_-
Q5141;279203_-
Q5142;279224_+
Q5143;279353_+
Q5144;279359_+
Q5145;279710_-
Q5146;279728_+
Q5147;279956_+
Q5148;279987_+
Q5149;280043_-
Q5150;281221_-
Q5151;281443_+
Q5152;281981_-
Q5153;282234_+
Q5154;284388_-
Q5155;285621_+
Q5156;288240_+
Q5157;288302_-
Q5158;288414_-
Q5159;288474_+
Q5160;289413_+
Q5165;289701_-
Q5166;289782_+
Q5167;289893_+
Q5168;290588_-
Q5161;289564_-
Q5162;289570_-
Q5163;289652_-
Q5164;289665_+
Q5174;291335_-
Q5169;290624_-
Q5170;290631_-
Q5171;290751_+
Q5172;291112_+
Q5173;291221_+
Q5175;291359_+
Q5176;291477_-
Q5182;292110_-
Q5183;292170_-
Q5185;292342_-
Q5177;291665_-
Q5178;291677_-
Q5179;291678_+
Q5180;291714_+
Q5181;291895_+
Q5186;292365_+
Q5191;293875_+
Q5192;294546_-
Q5193;294584_-
Q5194;294620_+
Q5195;294627_+
Q5187;292770_+
Q5188;293130_+
Q5189;293211_+
Q5190;293873_+
Q5196;294840_+
Q5197;294844_-
Q5198;294852_+
Q5199;294937_-
Q5200;294971_+
Q5201;295193_-
Q5202;295236_-
Q5203;295463_+
Q5208;296438_+
Q5204;295820_+
Q5205;295822_-
Q5206;296384_+
Q5207;296389_+
Q5209;296537_-
Q5210;296748_-
Q5211;296947_+
Q5217;299751_+
Q5218;299825_-
Q5219;301168_+
Q5212;297066_-
Q5213;298518_+
Q5214;299451_-
Q5215;299484_-
Q5216;299559_+
Q5220;301674_+
Q5221;301806_-
Q5223;302004_+
Q5224;302183_+
Q5225;302198_+
Q5226;302760_+
Q5227;302910_-
Q5228;303195_-
Q5229;303630_-
Q5230;303654_-
Q5231;303751_-
Q5232;303889_-
Q5233;303970_+
Q5234;304116_-
Q5243;305260_+
Q5244;305555_+
Q5245;305655_-
Q5246;305666_-
Q5247;305988_-
Q5248;306256_+
Q5235;304138_+
Q5236;304144_+
Q5237;304328_-
Q5238;304330_-
Q5239;304399_-
Q5240;304482_+
Q5241;304943_+
Q5242;305251_-
Q5249;306913_+
Q5250;307014_+
Q5251;307867_-
Q5252;309380_+
Q5253;309390_+
Q5254;309410_+
Q5255;309464_+
Q5256;309574_+
Q5257;310230_-
Q5258;310615_-
Q5262;311221_+
Q5263;311290_-
Q5264;311300_-
Q5265;311344_+
Q5266;311911_-
Q5267;312027_-
Q5268;312028_+
Q5269;312032_+
Q5270;312509_-
Q5273;313045_+
Q5291;320199_-
Q5293;320708_+
Q5278;315752_-
Q5288;319342_+
Q5289;319419_+
Q5290;319913_+
Q5274;314640_-
Q5275;314642_-
Q5276;315539_-
Q5277;315616_+
Q5279;315985_+
Q5280;316498_-
Q5281;316585_+
Q5282;317427_+
Q5283;318001_-
Q5284;318308_+
Q5285;318605_-
Q5286;318697_+
Q5287;319257_-
Q5294;321150_-
Q5295;321182_-
Q5296;321842_-
Q5297;321859_+
Q5303;324551_+
Q5304;324873_-
Q5305;326936_+
Q5306;328077_+
Q5307;328585_-
Q5308;329056_+
Q5309;329190_+
Q5310;329302_+
Q5311;330322_+
Q5298;321903_+
Q5299;323166_+
Q5300;323507_+
Q5301;324099_+
Q5302;324504_-
Q5312;330648_-
Q5313;330667_-
Q5314;330673_+
Q5319;331503_+
Q5320;331725_-
Q5321;332633_+
Q5322;333067_+
Q5323;333227_-
Q5324;333695_-
Q5325;334288_-
Q5326;334381_-
Q5327;334929_+
Q5328;338076_-
Q5330;339315_-
Q5331;339427_-
Q5332;340318_-
Q5333;340326_-
Q5341;342490_+
Q5342;342858_-
Q5343;343053_+
Q5334;341156_+
Q5335;341633_+
Q5337;341850_+
Q5339;341914_+
Q5340;342042_+
Q5344;343226_-
Q5345;343563_+
Q5346;343717_+
Q5347;343909_+
Q5349;344269_-
Q5350;344476_+
Q5351;344820_-
Q5352;344932_-
Q5353;345096_-
Q5354;345550_-
Q5355;345656_+
Q5356;346521_+
Q5357;346871_-
Q5358;347693_-
Q5359;349205_-
Q5360;349241_-
Q5361;349392_+
Q5362;349664_-
Q5363;351422_-
Q5364;351884_-
Q5365;352239_-
Q5366;353124_+
Q5367;353430_+
Q5368;353664_+
Q5369;354108_+
Q5370;355229_+
Q5373;357500_-
Q5374;357938_-
Q5375;358680_-
Q5376;359257_+
Q5377;360442_-
Q5382;360772_-
Q5383;361116_+
Q5378;360499_-
Q5379;360506_+
Q5380;360518_+
Q5381;360613_-
Q5384;361270_-
Q5385;362097_-
Q5394;367626_-
Q5386;362337_-
Q5387;362413_+
Q5388;362463_+
Q5389;364757_+
Q5390;365567_-
Q5391;365901_+
Q5392;366911_-
Q5393;367154_+
Q5395;369774_-
Q5396;369831_+
Q5397;369881_-
Q5398;370660_-
Q5399;371111_-
Q5406;375366_+
Q5407;375688_+
Q5408;376380_+
Q5400;371529_-
Q5403;374670_-
Q5404;375164_-
Q5405;375354_-
Q5409;376436_-
Q5410;376458_+
Q5411;376602_-
Q5412;376766_+
Q5413;376815_-
Q5414;376826_-
Q5415;376861_-
Q5416;377226_-
Q5417;377262_+
Q5428;379953_+
Q5429;380058_-
Q5430;380424_-
Q5431;380547_+
Q5432;380859_+
Q5437;382114_-
Q5433;381033_-
Q5434;381045_+
Q5435;381687_-
Q5436;381904_-
Q5418;377553_+
Q5419;378088_+
Q5420;379124_-
Q5426;379925_-
Q5427;379930_-
Q5438;382126_+
Q5421;379401_+
Q5422;379427_-
Q5423;379669_-
Q5424;379682_+
Q5425;379808_-
Q5444;383561_+
Q5445;383856_-
Q5446;383877_+
Q5447;387967_-
Q5439;382268_-
Q5440;382347_+
Q5441;382979_-
Q5442;383064_+
Q5443;383104_-
Q5448;388109_-
Q5449;388394_+
Q5450;388978_-
Q5451;389646_-
Q5452;389852_+
Q5453;389879_-
Q5454;390120_-
Q5455;390122_-
Q5456;390159_+
Q5457;390220_-
Q5458;390222_-
Q5459;390510_+
Q5460;390553_-
Q5461;390603_+
Q5462;390637_+
Q5463;390818_+
Q5464;391024_-
Q5465;391101_+
Q5466;391998_+
Q5467;392000_+
Q5481;395587_-
Q5482;395605_+
Q5468;392203_-
Q5469;392274_+
Q5470;392322_-
Q5471;392409_-
Q5472;392448_+
Q5473;392607_-
Q5474;392919_-
Q5475;392929_+
Q5476;393395_+
Q5483;395656_-
Q5484;395779_+
Q5477;393622_-
Q5478;393638_+
Q5479;395178_+
Q5480;395566_+
Q5485;395792_+
Q5486;396799_-
Q5487;397095_+
Q5488;397446_+
Q5489;397726_-
Q5490;398026_-
Q5491;398540_-
Q5492;398608_-
Q5493;398668_+
Q5494;398796_+
Q5495;399027_-
Q5496;399328_-
Q5497;399608_-
Q5498;399886_-
Q5499;400193_+
Q5500;400528_-
Q5501;400543_+
Q5502;400587_+
Q5503;401020_+
Q5504;401484_-
Q5505;401912_-
Q5506;402455_+
Q5507;402459_+
Q5508;402721_-
Q5509;402738_-
Q5515;405500_+
Q5510;403596_-
Q5511;403793_-
Q5512;404921_-
Q5513;404966_+
Q5514;405171_+
Q5516;405502_+
Q5517;405865_-
Q5518;405914_+
Q5519;406296_-
Q5520;406503_+
Q5521;406743_-
Q5522;406923_+
Q5523;406972_+
Q5524;407697_+
Q5525;407740_-
Q5526;407755_+
Q5533;409279_+
Q5534;409344_+
Q5535;410452_+
Q5537;410634_-
Q5527;407796_+
Q5528;407798_+
Q5530;408223_-
Q5531;408842_+
Q5532;409274_-
Q5538;410659_-
Q5539;410977_-
Q5540;411196_-
Q5541;411559_-
Q5542;411631_-
Q5543;411755_-
Q5544;412049_-
Q5545;412577_-
Q5546;413091_+
Q5547;414228_-
Q5548;415427_+
Q5549;415586_+
Q5550;415757_-
Q5551;416200_-
Q5552;416272_+
Q5553;416325_+
Q5559;418328_-
Q5560;418643_+
Q5561;418738_+
Q5562;418819_+
Q5554;416683_+
Q5555;417099_-
Q5556;417538_-
Q5557;417550_+
Q5558;417557_-
Q5563;418901_+
Q5564;419445_+
Q5565;419920_+
Q5566;419972_+
Q5567;420347_-
Q5568;420980_+
Q5569;421220_+
Q5570;421690_-
Q5571;421735_-
Q5572;421970_-
Q5573;422074_-
Q5574;422128_+
Q5575;422366_-
Q5576;422537_+
Q5581;424206_-
Q5582;424208_-
Q5583;424209_+
Q5584;424350_-
Q5577;423029_+
Q5578;423061_+
Q5579;423566_+
Q5580;423641_-
Q5585;424567_-
Q5586;424730_-
Q5587;424897_-
Q5588;425071_-
Q5589;425217_-
Q5590;425266_+
Q5591;425279_+
Q5592;425711_-
Q5593;425925_+
Q5594;426000_+
Q5595;426243_+
Q5596;426339_+
Q5597;426428_+
Q5598;426486_-
Q5599;426780_-
Q5600;427933_+
Q5601;428857_+
Q5602;429020_+
Q5608;430489_-
Q5603;429361_-
Q5604;429800_+
Q5605;429969_-
Q5606;430045_-
Q5607;430234_-
Q5609;430545_+
Q5610;430838_-
Q5611;431082_+
Q5619;432201_+
Q5616;431689_-
Q5617;432100_-
Q5618;432199_+
Q5625;433915_-
Q5612;431315_-
Q5613;431409_-
Q5614;431411_-
Q5615;431469_-
Q5620;432621_-
Q5621;432791_-
Q5622;433239_-
Q5623;433660_+
Q5624;433836_+
Q5635;438066_+
Q5626;435438_-
Q5627;435800_-
Q5628;435812_-
Q5629;436285_-
Q5630;437000_+
Q5631;437221_-
Q5632;437386_+
Q5633;437508_-
Q5634;437531_-
Q5636;438247_+
Q5637;438784_-
Q5638;438871_-
Q5639;439938_-
Q5640;439964_+
Q5641;440195_-
Q5642;440223_+
Q5643;440597_-
Q5644;440693_+
Q5645;440769_-
Q5646;440928_+
Q5647;441117_-
Q5648;441178_+
Q5649;441571_+
Q5650;442093_+
Q5651;442488_-
Q5652;443381_+
Q5653;443640_+
Q5654;443784_-
Q5655;443790_+
Q5656;443827_+
Q5657;443882_+
Q5658;444046_-
Q5659;444450_+
Q5660;444751_+
Q5661;445219_-
Q5662;446018_-
Q5663;446164_-
Q5664;446784_-
Q5665;447232_+
Q5666;449040_-
Q5667;449423_-
Q5668;449846_-
Q5669;449864_+
Q5670;450877_-
Q5671;450922_+
Q5676;453433_-
Q5677;453575_+
Q5678;453647_+
Q5679;453658_+
Q5672;451558_+
Q5673;452197_-
Q5674;452382_-
Q5675;452678_+
Q5691;455829_+
Q5692;456874_-
Q5693;457289_-
Q5694;457444_+
Q5686;454259_-
Q5687;454575_-
Q5688;455006_-
Q5689;455779_+
Q5690;455801_+
Q5680;453888_+
Q5681;453939_+
Q5682;454051_-
Q5683;454058_+
Q5685;454217_+
Q5700;458037_+
Q5695;457549_-
Q5696;457815_+
Q5697;457938_-
Q5698;458004_+
Q5699;458033_+
Q5701;458039_+
Q5702;458242_-
Q5708;460621_+
Q5709;460646_-
Q5710;460950_+
Q5703;459074_-
Q5704;459112_-
Q5705;459797_-
Q5706;460436_+
Q5707;460556_+
Q5711;461071_+
Q5712;461077_+
Q5713;461132_-
Q5714;461571_+
Q5715;462986_+
Q5716;463288_-
Q5717;463619_-
Q5718;463787_-
Q5719;464417_-
Q5720;464798_-
Q5721;464880_+
Q5722;465038_+
Q5723;465290_+
Q5724;465454_+
Q5725;465918_+
Q5730;467329_+
Q5726;466163_+
Q5727;466607_+
Q5728;467077_-
Q5729;467247_+
Q5731;467579_+
Q5732;467628_+
Q5733;467703_+
Q5739;470009_-
Q5740;471511_+
Q5741;472304_+
Q5734;468556_+
Q5735;469000_+
Q5736;469490_+
Q5737;469708_-
Q5738;469858_-
Q5742;472450_+
Q5743;472676_+
Q5744;473164_+
Q5745;473783_+
Q5746;474425_-
Q5747;474530_+
Q5748;474544_+
Q5749;475536_-
Q5750;475558_+
Q5751;475646_+
Q5752;475711_-
Q5753;475840_+
Q5754;475947_+
Q5760;477191_-
Q5761;477412_-
Q5755;476435_+
Q5756;476560_+
Q5757;476591_+
Q5758;476971_-
Q5759;477185_-
Q5762;477431_+
Q5763;477595_+
Q5764;477836_-
Q5765;477866_-
Q5766;478512_-
Q5767;478545_-
Q5768;478604_+
Q5769;478899_-
Q5770;478930_+
Q5771;479028_-
Q5786;480381_+
Q5787;480805_+
Q5782;479857_-
Q5783;480019_-
Q5784;480104_-
Q5777;479663_+
Q5778;479725_-
Q5779;479735_+
Q5780;479747_+
Q5781;479854_-
Q5772;479168_-
Q5773;479338_-
Q5774;479366_+
Q5775;479579_+
Q5776;479647_-
Q5793;482935_+
Q5794;482949_+
Q5795;483182_+
Q5796;483577_+
Q5797;484060_+
Q5788;480913_-
Q5789;481275_-
Q5790;481325_+
Q5791;481354_+
Q5792;481459_+
Q5798;485064_-
Q5799;485083_+
Q5800;485204_-
Q5801;485310_-
Q5807;487553_+
Q5808;488205_+
Q5809;488501_+
Q5810;488828_+
Q5802;485329_-
Q5803;485566_-
Q5804;485713_+
Q5805;486277_+
Q5806;486925_+
Q5817;490112_-
Q5818;490446_+
Q5819;490530_+
Q5820;490535_+
Q5811;488990_+
Q5814;489419_-
Q5815;489453_-
Q5816;490083_+
Q5821;490663_-
Q5822;490725_-
Q5823;491181_-
Q5824;491279_+
Q5842;497743_-
Q5843;497867_+
Q5844;498681_-
Q5835;496340_-
Q5836;496357_+
Q5837;496675_+
Q5838;496791_-
Q5839;496793_-
Q5840;497074_+
Q5841;497632_-
Q5825;491670_-
Q5826;492525_+
Q5827;492527_+
Q5828;492529_+
Q5829;493101_+
Q5830;493641_+
Q5831;494299_-
Q5832;494300_+
Q5833;494402_-
Q5834;495717_+
Q5845;498794_+
Q5846;499217_-
Q5847;499323_+
Q5848;499511_+
Q5849;499640_+
Q5850;499875_-
Q5851;500349_-
Q5852;500461_-
Q5853;500556_+
Q5854;501716_-
Q5855;502519_-
Q5856;503223_+
Q5857;503611_-
Q5865;506322_+
Q5866;506372_+
Q5863;505152_+
Q5864;506094_+
Q5871;507336_+
Q5872;507400_+
Q5873;507406_+
Q5874;507601_+
Q5858;503973_-
Q5859;503978_-
Q5860;503996_+
Q5861;504112_+
Q5862;504810_+
Q5867;506424_+
Q5868;506428_+
Q5869;506665_-
Q5870;507321_-
Q5886;515810_-
Q5887;515879_+
Q5888;516545_+
Q5889;517076_+
Q5890;517382_+
Q5891;517496_+
Q5892;517530_-
Q5893;518108_-
Q5894;518388_+
Q5895;518552_-
Q5876;508210_-
Q5877;509951_+
Q5878;510585_-
Q5879;511973_+
Q5885;515739_-
Q5880;513102_+
Q5881;514469_+
Q5882;514926_-
Q5883;515049_-
Q5884;515116_+
Q5896;518613_+
Q5897;519021_-
Q5898;521458_+
Q5899;523635_+
Q5900;524522_-
Q5901;526158_+
Q5902;526159_-
Q5903;526178_+
Q5904;526264_-
Q5905;526430_+
Q5906;526492_+
Q5907;527354_+
Q5908;527510_-
Q5909;527812_-
Q5919;531310_-
Q5910;528236_-
Q5911;528252_+
Q5912;529141_-
Q5913;529241_+
Q5920;531509_-
Q5921;531614_+
Q5922;531840_+
Q5914;529466_+
Q5915;529667_+
Q5916;530116_-
Q5917;530477_-
Q5918;531040_+
Q5923;532171_-
Q5924;532189_+
Q5925;532207_+
Q5926;532760_+
Q5927;532856_+
Q5928;534049_+
Q5929;534103_+
Q5930;535340_-
Q5931;535993_+
Q5932;536944_-
Q5933;537043_+
Q5934;539361_+
Q5935;539571_+
Q5936;539638_-
Q5937;540123_-
Q5938;540259_+
Q5939;540431_+
Q5940;541120_+
Q5941;541334_+
Q5942;542385_+
Q5944;542562_-
Q5945;542583_-
Q5946;543358_+
Q5947;543795_-
Q5948;543805_-
Q5949;545363_+
Q5950;548980_+
Q5952;551542_-
Q5953;552365_-
Q5954;553246_-
Q5955;553407_-
Q5956;553639_+
Q5957;553713_-
Q5963;554687_+
Q5964;555802_-
Q5958;553781_-
Q5959;553800_+
Q5960;553845_-
Q5961;553943_+
Q5962;554021_+
Q5965;555994_-
Q5966;556115_-
Q5971;557004_-
Q5972;557255_+
Q5973;557753_+
Q5974;559003_-
Q5975;559352_+
Q5967;556125_+
Q5968;556244_-
Q5969;556247_-
Q5970;556343_-
Q5980;560394_+
Q5981;561078_-
Q5982;561184_-
Q5983;561222_+
Q5976;559757_+
Q5977;559961_+
Q5978;559974_-
Q5979;560245_-
Q5984;561364_-
Q5985;562077_-
Q5986;563073_+
Q5987;563597_+
Q5988;563601_+
Q5989;563921_+
Q5990;564555_+
Q5991;565163_-
Q5992;565236_-
Q5993;565315_+
Q5994;565455_+
Q5995;566190_-
Q5996;566192_-
Q5997;567089_-
Q6003;568494_+
Q5998;567166_+
Q5999;567487_-
Q6000;567514_+
Q6001;567653_+
Q6002;568278_+
Q6004;570029_+
Q6005;570527_-
Q6011;571426_-
Q6006;570587_+
Q6007;570642_-
Q6008;570856_+
Q6009;571159_+
Q6010;571313_+
Q6021;575331_-
Q6012;571444_+
Q6013;571488_-
Q6014;572182_-
Q6015;572979_+
Q6022;575461_-
Q6023;575518_+
Q6024;575698_+
Q6016;573406_+
Q6017;574967_-
Q6018;575003_-
Q6019;575093_+
Q6020;575189_-
Q6030;576581_-
Q6031;576907_+
Q6032;577165_-
Q6033;577365_-
Q6025;575893_+
Q6026;576081_+
Q6027;576093_-
Q6028;576452_+
Q6034;577909_-
Q6035;578369_+
Q6036;578844_-
Q6037;578931_+
Q6038;579070_+
Q6039;579199_+
Q6040;579283_+
Q6042;580531_+
Q6043;580876_-
Q6044;581388_+
Q6045;581441_+
Q6046;581442_-
Q6047;581444_-
Q6048;581499_-
Q6049;581993_-
Q6050;582054_-
Q6051;582057_+
Q6052;582200_-
Q6053;582359_-
Q6054;582366_-
Q6056;582805_+
Q6057;582819_+
Q6058;583685_-
Q6059;583999_+
Q6060;584331_+
Q6061;584887_-
Q6062;584893_-
Q6063;584897_+
Q6065;585001_-
Q6066;585005_-
Q6067;585282_+
Q6068;585579_+
Q6069;585934_+
Q6070;586184_+
Q6071;586240_-
Q6072;586714_-
Q6073;588254_+
Q6074;588612_-
Q6075;588867_+
Q6076;588949_-
Q6077;589268_+
Q6078;589545_-
Q6079;589601_+
Q6080;590054_+
Q6085;591760_-
Q6086;591889_+
Q6081;590159_-
Q6082;590272_+
Q6083;590484_-
Q6084;591163_-
Q6087;592363_+
Q6088;592436_-
Q6094;593427_-
Q6095;593439_+
Q6096;593676_+
Q6089;592812_+
Q6090;592922_-
Q6091;593250_+
Q6092;593336_+
Q6093;593400_+
Q6103;595680_+
Q6104;595784_-
Q6105;596045_-
Q6106;596215_+
Q6097;594472_-
Q6098;594522_-
Q6099;594684_-
Q6100;594690_-
Q6101;594797_+
Q6102;595301_-
Q6107;596317_-
Q6108;596340_-
Q6109;596419_-
Q6110;596833_+
Q6116;598613_-
Q6111;596837_-
Q6112;596841_+
Q6113;597052_-
Q6114;597189_-
Q6115;598074_-
Q6127;602092_-
Q6124;601190_-
Q6125;601253_-
Q6126;601623_+
Q6117;599079_+
Q6118;599112_+
Q6119;600541_-
Q6120;600564_+
Q6121;600846_-
Q6122;601053_+
Q6123;601152_+
Q6132;602853_+
Q6133;603442_-
Q6134;603677_+
Q6135;603794_-
Q6136;603906_-
Q6128;602608_+
Q6129;602624_-
Q6130;602731_-
Q6131;602750_+
Q6137;603908_-
Q6138;604063_+
Q6139;604676_-
Q6149;607846_-
Q6140;605135_-
Q6141;605448_-
Q6142;605626_-
Q6143;606024_-
Q6144;606962_+
Q6145;606990_+
Q6146;607015_-
Q6147;607179_+
Q6148;607284_+
Q6150;608139_-
Q6151;608303_-
Q6152;608403_-
Q6159;609964_-
Q6160;610386_+
Q6161;610397_-
Q6154;608986_+
Q6155;609300_-
Q6156;609362_-
Q6157;609411_-
Q6158;609461_-
Q6167;614963_+
Q6168;615121_+
Q6169;615273_+
Q6170;615275_+
Q6162;611891_-
Q6163;612282_+
Q6164;613248_+
Q6165;613453_+
Q6166;613909_-
Q6175;621147_-
Q6176;621457_-
Q6177;621476_+
Q6178;621477_-
Q6179;621481_+
Q6180;621651_-
Q6171;615619_+
Q6172;617434_+
Q6173;618448_+
Q6174;619374_+
